step,time_seconds,total_vehicles,north_queue,south_queue,east_queue,west_queue,north_speed,south_speed,east_speed,west_speed,north_wait,south_wait,east_wait,west_wait,north_vehicles,south_vehicles,east_vehicles,west_vehicles,avg_speed_kmh,avg_waiting_time,max_waiting_time,halting_count,cars,trucks,buses,motorcycles,emergency_vehicles,emergency_detected,emergency_direction,emergency_direction_name,emergency_priority,emergency_distance,emergency_vehicle_id,emergency_type,north_congestion,south_congestion,east_congestion,west_congestion
255,255,121,112,9,0,0,8.300735590741585,47.39603769139128,0,0,10.767857142857142,0.0,0,0,112,9,0,0,11.208650623021315,9.96694214876033,53.0,78,94,6,3,18,0,0,0,none,0,999.0,,,67,13,20,20
256,256,122,113,9,0,0,8.171921448399347,46.78145967539891,0,0,11.300884955752212,0.0,0,0,113,9,0,0,11.020166071702596,10.467213114754099,54.0,80,95,6,3,18,0,0,0,none,0,999.0,,,67,14,20,20
257,257,120,112,8,0,0,8.30389850562801,47.92629921793612,0,0,12.0625,0.0,0,0,112,8,0,0,10.945391886448553,11.258333333333333,55.0,80,95,5,3,17,0,0,0,none,0,999.0,,,67,12,20,20
258,258,120,113,7,0,0,8.581327150267848,42.92298092987234,0,0,12.628318584070797,0.0,0,0,113,7,0,0,10.584590287411443,11.891666666666667,56.0,83,95,5,3,17,0,0,0,none,0,999.0,,,67,15,20,20
259,259,121,115,6,0,0,8.190698272578052,43.65632108837452,0,0,12.991304347826087,0.0,0,0,115,6,0,0,9.94932419732829,12.347107438016529,57.0,84,96,5,3,17,0,0,0,none,0,999.0,,,67,14,20,20
260,260,121,115,6,0,0,8.147793594596884,44.84901406208139,0,0,13.565217391304348,0.0,0,0,115,6,0,0,9.967688824389503,12.892561983471074,58.0,82,96,5,3,17,0,0,0,none,0,999.0,,,67,13,20,20
261,261,121,115,6,0,0,7.853950964645972,45.768146938701086,0,0,14.078260869565218,0.0,0,0,115,6,0,0,9.733993740218954,13.380165289256198,59.0,84,96,5,3,17,0,0,0,none,0,999.0,,,68,13,20,20
262,262,124,117,7,0,0,7.449467121721297,46.450354641928115,0,0,14.418803418803419,0.0,0,0,117,7,0,0,9.651130126894262,13.60483870967742,60.0,87,99,5,3,17,0,0,0,none,0,999.0,,,68,13,20,20
263,263,123,117,6,0,0,7.649545175225165,46.126703014961954,0,0,14.94017094017094,0.0,0,0,117,6,0,0,9.526479703992814,14.211382113821138,61.0,83,98,5,3,17,0,0,0,none,0,999.0,,,68,12,20,20
264,264,123,118,5,0,0,7.965583846801379,45.508868398609245,0,0,15.40677966101695,0.0,0,0,118,5,0,0,9.491733625330154,14.78048780487805,62.0,85,97,5,4,17,0,0,0,none,0,999.0,,,68,12,20,20
265,265,126,121,5,0,0,7.6652968680775935,45.66847519270391,0,0,15.644628099173554,0.0,0,0,121,5,0,0,9.17335950000721,15.023809523809524,63.0,91,100,5,4,17,0,0,0,none,0,999.0,,,68,12,20,20
266,266,127,122,5,0,0,7.491577707173946,45.65127347379611,0,0,15.87704918032787,0.0,0,0,122,5,0,0,8.993927934206313,15.251968503937007,64.0,87,101,5,4,17,0,0,0,none,0,999.0,,,68,12,20,20
267,267,126,121,5,0,0,7.282465831552558,45.476019817191364,0,0,15.727272727272727,0.0,0,0,121,5,0,0,8.798083053204893,15.103174603174603,65.0,87,100,5,4,17,0,0,0,none,0,999.0,,,69,12,20,20
268,268,128,123,5,0,0,6.709251254446255,44.95542427099374,0,0,15.869918699186991,0.0,0,0,123,5,0,0,8.203242387905142,15.25,66.0,91,101,5,4,18,0,0,0,none,0,999.0,,,69,13,20,20
269,269,129,124,5,0,0,6.5582120461405635,44.6444034987648,0,0,16.112903225806452,0.0,0,0,124,5,0,0,8.03442101717251,15.488372093023257,67.0,92,100,6,4,19,0,0,0,none,0,999.0,,,69,13,20,20
270,270,130,125,5,0,0,6.97151463894301,45.18948230865756,0,0,13.376,0.0,0,0,125,5,0,0,8.441436472393569,12.861538461538462,68.0,80,101,6,5,18,0,0,0,none,0,999.0,,,68,12,20,20
271,271,131,126,5,0,0,8.12178643835548,45.44019074761839,0,0,11.547619047619047,0.0,0,0,126,5,0,0,9.546153015044903,11.106870229007633,69.0,70,102,6,5,18,0,0,0,none,0,999.0,,,67,12,20,20
272,272,131,125,6,0,0,9.086914570155814,44.29718841834591,0,0,10.352,0.0,0,0,125,6,0,0,10.6995988685462,9.877862595419847,46.0,64,102,6,5,18,0,0,0,none,0,999.0,,,66,14,20,20
273,273,133,127,6,0,0,10.293721101099706,45.44522555027848,0,0,9.637795275590552,0.0,0,0,127,6,0,0,11.879503256701755,9.203007518796992,45.0,65,103,6,6,18,0,0,0,none,0,999.0,,,65,13,20,20
274,274,133,128,5,0,0,11.449122897974327,44.947858696149375,0,0,8.8046875,0.0,0,0,128,5,0,0,12.708473867830532,8.473684210526315,45.0,63,103,6,6,18,0,0,0,none,0,999.0,,,64,13,20,20
275,275,132,127,5,0,0,12.45585006995641,35.9094569261437,0,0,8.598425196850394,0.0,0,0,127,5,0,0,13.344244269054416,8.272727272727273,46.0,61,102,6,6,18,0,0,0,none,0,999.0,,,63,19,20,20
276,276,135,127,8,0,0,12.054206517299312,41.51888225895178,0,0,8.68503937007874,0.0,0,0,127,8,0,0,13.8002613760639,8.170370370370371,47.0,66,104,7,6,18,0,0,0,none,0,999.0,,,64,17,20,20
277,277,136,127,9,0,0,12.68534266565288,44.01172884110465,0,0,8.740157480314961,0.0,0,0,127,9,0,0,14.758412339028366,8.161764705882353,48.0,64,105,7,6,18,0,0,0,none,0,999.0,,,63,16,20,20
278,278,136,127,9,0,0,13.433360791108429,44.87624862244829,0,0,9.228346456692913,0.0,0,0,127,9,0,0,15.514140132888272,8.617647058823529,49.0,66,105,7,6,18,0,0,0,none,0,999.0,,,63,15,20,20
279,279,136,124,12,0,0,13.325505233054722,44.0133096191596,0,0,9.60483870967742,0.0,0,0,124,12,0,0,16.033252678887504,8.757352941176471,50.0,68,105,7,6,18,0,0,0,none,0,999.0,,,63,17,20,20
280,280,140,127,13,0,0,12.666319160011788,44.87153424233282,0,0,9.535433070866143,0.0,0,0,127,13,0,0,15.656803417655883,8.65,51.0,73,109,7,6,18,0,0,0,none,0,999.0,,,63,17,20,20
281,281,139,124,15,0,0,12.217750718234615,43.93972231454969,0,0,9.693548387096774,0.0,0,0,124,15,0,0,15.6409850631607,8.647482014388489,52.0,68,109,6,6,18,0,0,0,none,0,999.0,,,64,19,20,20
282,282,139,121,18,0,0,12.100348868111501,42.95475691371547,0,0,9.925619834710744,0.0,0,0,121,18,0,0,16.095883722937916,8.640287769784173,53.0,67,109,6,6,18,0,0,0,none,0,999.0,,,64,22,20,20
283,283,142,123,19,0,0,11.215874088276333,43.550435500008696,0,0,9.869918699186991,0.0,0,0,123,19,0,0,15.542329488437709,8.549295774647888,54.0,74,112,6,6,18,0,0,0,none,0,999.0,,,64,22,20,20
284,284,143,122,21,0,0,10.822473867463591,43.755588777342474,0,0,10.262295081967213,0.0,0,0,122,21,0,0,15.658805427655594,8.755244755244755,55.0,73,113,6,6,18,0,0,0,none,0,999.0,,,65,23,20,20
285,285,144,122,22,0,0,11.067870869070065,42.964791336406336,0,0,10.704918032786885,0.0,0,0,122,22,0,0,15.941011496024222,9.069444444444445,56.0,73,113,6,6,19,0,0,0,none,0,999.0,,,65,24,20,20
286,286,145,124,21,0,0,11.261652421748002,43.90628477630622,0,0,11.112903225806452,0.0,0,0,124,21,0,0,15.989495728270224,9.50344827586207,57.0,75,114,6,6,19,0,0,0,none,0,999.0,,,65,23,20,20
287,287,147,124,23,0,0,11.507823497778,42.68352626984335,0,0,11.64516129032258,0.0,0,0,124,23,0,0,16.385654543747407,9.82312925170068,58.0,77,116,6,6,19,0,0,0,none,0,999.0,,,65,25,20,20
288,288,146,123,23,0,0,11.929353688426152,43.64838612626188,0,0,12.357723577235772,0.0,0,0,123,23,0,0,16.92618756561945,10.41095890410959,59.0,76,115,6,6,19,0,0,0,none,0,999.0,,,65,24,20,20
289,289,145,125,20,0,0,12.05128495660546,42.65331868981703,0,0,12.776,0.0,0,0,125,20,0,0,16.27225512670361,11.013793103448275,60.0,80,113,6,6,20,0,0,0,none,0,999.0,,,65,23,20,20
290,290,144,125,19,0,0,11.413213744938504,42.9372123887148,0,0,13.408,0.0,0,0,125,19,0,0,15.572630232658987,11.63888888888889,61.0,81,112,6,6,20,0,0,0,none,0,999.0,,,65,22,20,20
291,291,144,126,18,0,0,11.640959829680689,43.98369038788802,0,0,13.936507936507937,0.0,0,0,126,18,0,0,15.683801149456603,12.194444444444445,62.0,81,112,6,6,20,0,0,0,none,0,999.0,,,65,21,20,20
292,292,142,124,18,0,0,11.238116865502086,43.06732318265979,0,0,14.830645161290322,0.0,0,0,124,18,0,0,15.272804990212219,12.950704225352112,63.0,84,110,6,6,20,0,0,0,none,0,999.0,,,66,22,20,20
293,293,141,123,18,0,0,10.26026266792631,43.499327258246616,0,0,15.634146341463415,0.0,0,0,123,18,0,0,14.503547509243795,13.638297872340425,64.0,87,109,6,6,20,0,0,0,none,0,999.0,,,67,21,20,20
294,294,139,123,16,0,0,10.068542728333735,43.75699641111531,0,0,16.333333333333332,0.0,0,0,123,16,0,0,13.946350346495644,14.453237410071942,65.0,87,106,6,6,21,0,0,0,none,0,999.0,,,67,20,20,20
295,295,138,124,14,0,0,9.984471915937203,44.31511110531288,0,0,16.911290322580644,0.0,0,0,124,14,0,0,13.467290384424592,15.195652173913043,66.0,90,107,6,4,21,0,0,0,none,0,999.0,,,67,18,20,20
296,296,139,126,13,0,0,9.621967508956658,45.29358938642151,0,0,17.349206349206348,0.0,0,0,126,13,0,0,12.958162360805888,15.726618705035971,67.0,92,108,6,4,21,0,0,0,none,0,999.0,,,67,17,20,20
297,297,135,124,11,0,0,9.621799014870298,45.02314652937794,0,0,18.306451612903224,0.0,0,0,124,11,0,0,12.506353256793142,16.814814814814813,68.0,87,105,6,4,20,0,0,0,none,0,999.0,,,68,16,20,20
298,298,133,124,9,0,0,9.523121216702767,46.093218780699544,0,0,19.024193548387096,0.0,0,0,124,9,0,0,11.997789472913079,17.736842105263158,69.0,90,103,6,4,20,0,0,0,none,0,999.0,,,68,14,20,20
299,299,133,125,8,0,0,8.88412343136257,46.832654239104485,0,0,19.6,0.0,0,0,125,8,0,0,11.166741825813212,18.42105263157895,70.0,93,104,6,3,20,0,0,0,none,0,999.0,,,68,13,20,20
300,300,133,125,8,0,0,8.239135555448529,46.47585027835029,0,0,20.336,0.0,0,0,125,8,0,0,10.539088320735853,19.112781954887218,71.0,93,103,6,4,20,0,0,0,none,0,999.0,,,69,13,20,20
301,301,135,127,8,0,0,8.316696732408703,45.74256427541888,0,0,20.763779527559056,0.0,0,0,127,8,0,0,10.53452592014264,19.533333333333335,72.0,97,104,6,4,21,0,0,0,none,0,999.0,,,69,14,20,20
302,302,134,127,7,0,0,8.058477773338685,42.15173734894692,0,0,21.496062992125985,0.0,0,0,127,7,0,0,9.839468945198817,20.37313432835821,73.0,95,103,6,4,21,0,0,0,none,0,999.0,,,70,16,20,20
303,303,133,127,6,0,0,8.04049879291974,42.76103843635075,0,0,22.244094488188978,0.0,0,0,127,6,0,0,9.606838927209859,21.2406015037594,74.0,95,103,6,4,20,0,0,0,none,0,999.0,,,70,15,20,20
304,304,134,128,6,0,0,7.996872697201818,44.49777204840509,0,0,22.828125,0.0,0,0,128,6,0,0,9.631241324867636,21.80597014925373,75.0,98,104,6,4,20,0,0,0,none,0,999.0,,,70,13,20,20
305,305,137,131,6,0,0,7.8978478202776445,44.9405663994639,0,0,23.053435114503817,0.0,0,0,131,6,0,0,9.520156663161716,22.043795620437955,76.0,101,106,7,4,20,0,0,0,none,0,999.0,,,70,13,20,20
306,306,136,131,5,0,0,7.88185779256561,44.133610793125136,0,0,23.80916030534351,0.0,0,0,131,5,0,0,9.214642829350886,22.933823529411764,77.0,99,105,7,4,20,0,0,0,none,0,999.0,,,70,13,20,20
307,307,136,131,5,0,0,7.4431506512795576,44.388957632260365,0,0,24.557251908396946,0.0,0,0,131,5,0,0,8.8014523785215,23.654411764705884,78.0,100,106,7,3,20,0,0,0,none,0,999.0,,,71,13,20,20
308,308,139,133,6,0,0,7.07214868985784,41.84148546696995,0,0,24.94736842105263,0.0,0,0,133,6,0,0,8.572983370884263,23.8705035971223,79.0,104,108,8,3,20,0,0,0,none,0,999.0,,,71,15,20,20
309,309,141,135,6,0,0,6.822266850025973,41.75000445572429,0,0,25.340740740740742,0.0,0,0,135,6,0,0,8.308553556651434,24.26241134751773,80.0,105,110,8,3,20,0,0,0,none,0,999.0,,,71,15,20,20
310,310,141,133,8,0,0,6.5431826280294345,41.44440402868567,0,0,26.50375939849624,0.0,0,0,133,8,0,0,8.52339377132908,25.0,81.0,104,110,8,3,20,0,0,0,none,0,999.0,,,72,17,20,20
311,311,140,133,7,0,0,6.850537273969597,42.602400196801,0,0,26.714285714285715,0.0,0,0,133,7,0,0,8.638130420111167,25.37857142857143,82.0,103,109,8,3,20,0,0,0,none,0,999.0,,,72,15,20,20
312,312,143,136,7,0,0,7.0529171375739335,44.51978291937851,0,0,26.61764705882353,0.0,0,0,136,7,0,0,8.886959518501431,25.314685314685313,83.0,105,112,8,3,20,0,0,0,none,0,999.0,,,71,14,20,20
313,313,142,136,6,0,0,7.1604414737362765,45.218865488807644,0,0,27.375,0.0,0,0,136,6,0,0,8.768543896908307,26.218309859154928,84.0,104,111,8,3,20,0,0,0,none,0,999.0,,,72,13,20,20
314,314,143,137,6,0,0,7.107680574434319,46.80725849041759,0,0,27.642335766423358,0.0,0,0,137,6,0,0,8.773397130349702,26.482517482517483,85.0,105,112,8,3,20,0,0,0,none,0,999.0,,,72,12,20,20
315,315,144,138,6,0,0,6.961603155295331,46.41547613899041,0,0,24.369565217391305,0.0,0,0,138,6,0,0,8.605514529615958,23.354166666666668,84.0,95,113,8,3,20,0,0,0,none,0,999.0,,,71,12,20,20
316,316,145,139,6,0,0,7.339831711758839,45.8701206267062,0,0,22.31654676258993,0.0,0,0,139,6,0,0,8.934188494446316,21.393103448275863,83.0,85,114,8,3,20,0,0,0,none,0,999.0,,,70,13,20,20
317,317,145,139,6,0,0,8.312439902111924,46.69943872864082,0,0,21.115107913669064,0.0,0,0,139,6,0,0,9.900867439761395,20.24137931034483,83.0,77,114,8,3,20,0,0,0,none,0,999.0,,,69,12,20,20
318,318,147,141,6,0,0,9.319523726548649,46.744030887876214,0,0,20.56028368794326,0.0,0,0,141,6,0,0,10.84705463109263,19.72108843537415,84.0,76,115,8,3,21,0,0,0,none,0,999.0,,,68,12,20,20
319,319,149,142,7,0,0,10.172025768172075,45.03828320824385,0,0,20.35211267605634,0.0,0,0,142,7,0,0,11.810037862672093,19.395973154362416,85.0,77,117,8,3,21,0,0,0,none,0,999.0,,,68,14,20,20
320,320,149,142,7,0,0,11.3558402503086,47.72578248879064,0,0,20.380281690140844,0.0,0,0,142,7,0,0,13.064495254801045,19.42281879194631,86.0,77,117,8,3,21,0,0,0,none,0,999.0,,,67,12,20,20
321,321,149,139,10,0,0,11.292178577336845,46.002927819837865,0,0,20.402877697841728,0.0,0,0,139,10,0,0,13.62175906341074,19.033557046979865,85.0,77,117,8,3,21,0,0,0,none,0,999.0,,,67,15,20,20
322,322,152,141,11,0,0,11.100027355270218,46.70436143241172,0,0,19.74468085106383,0.0,0,0,141,11,0,0,13.676656795063353,18.31578947368421,86.0,81,118,8,4,22,0,0,0,none,0,999.0,,,67,15,20,20
323,323,151,136,15,0,0,10.893123473239754,42.51909086902787,0,0,20.051470588235293,0.0,0,0,136,15,0,0,14.034775863549834,18.05960264900662,84.0,76,117,8,4,22,0,0,0,none,0,999.0,,,67,20,20,20
324,324,153,136,17,0,0,10.82576756768706,44.061630690332485,0,0,19.698529411764707,0.0,0,0,136,17,0,0,14.518641247980995,17.50980392156863,84.0,80,117,8,5,23,0,0,0,none,0,999.0,,,67,20,20,20
325,325,154,136,18,0,0,10.681888452299757,44.74345612633861,0,0,19.514705882352942,0.0,0,0,136,18,0,0,14.663110647966638,17.233766233766232,84.0,81,119,8,5,22,0,0,0,none,0,999.0,,,67,20,20,20
326,326,153,130,23,0,0,10.137244689672945,43.59573891857173,0,0,20.361538461538462,0.0,0,0,130,23,0,0,15.16695297244858,17.30065359477124,84.0,78,118,8,5,22,0,0,0,none,0,999.0,,,68,24,20,20
327,327,153,128,25,0,0,10.08272149963595,43.87782998588653,0,0,19.828125,0.0,0,0,128,25,0,0,15.604798049676896,16.58823529411765,82.0,80,118,8,5,22,0,0,0,none,0,999.0,,,68,25,20,20
328,328,155,127,28,0,0,8.769494343811278,43.837236532514204,0,0,19.968503937007874,0.0,0,0,127,28,0,0,15.104312287576969,16.361290322580643,82.0,83,120,8,5,22,0,0,0,none,0,999.0,,,69,27,20,20
329,329,155,127,28,0,0,8.867184087019657,44.29700371192935,0,0,19.968503937007874,0.0,0,0,127,28,0,0,15.2674095676485,16.361290322580643,82.0,82,120,8,5,22,0,0,0,none,0,999.0,,,69,27,20,20
330,330,155,126,29,0,0,8.57543335645242,44.28059080672803,0,0,20.753968253968253,0.0,0,0,126,29,0,0,15.25575313747173,16.870967741935484,83.0,87,119,9,5,22,0,0,0,none,0,999.0,,,69,27,20,20
331,331,158,129,29,0,0,8.606094987667305,44.854176279826696,0,0,20.310077519379846,0.0,0,0,129,29,0,0,15.259223832430743,16.582278481012658,83.0,91,122,9,5,22,0,0,0,none,0,999.0,,,69,27,20,20
332,332,160,131,29,0,0,8.630380960084228,44.444383053683,0,0,19.977099236641223,0.0,0,0,131,29,0,0,15.121668839549002,16.35625,83.0,90,124,9,5,22,0,0,0,none,0,999.0,,,69,27,20,20
333,333,160,130,30,0,0,8.324459257811409,44.57462173002037,0,0,20.115384615384617,0.0,0,0,130,30,0,0,15.121364721350588,16.34375,82.0,90,123,9,5,23,0,0,0,none,0,999.0,,,69,28,20,20
334,334,160,131,29,0,0,8.439248298656901,43.88994978728692,0,0,19.946564885496183,0.0,0,0,131,29,0,0,14.864687943471091,16.33125,82.0,90,123,9,5,23,0,0,0,none,0,999.0,,,69,28,20,20
335,335,160,133,27,0,0,8.693656029219582,43.775851679707834,0,0,20.285714285714285,0.0,0,0,133,27,0,0,14.613776545239478,16.8625,83.0,94,123,9,5,23,0,0,0,none,0,999.0,,,69,27,20,20
336,336,159,133,26,0,0,8.73912457286119,43.99383426483307,0,0,20.30075187969925,0.0,0,0,133,26,0,0,14.504045654567282,16.9811320754717,81.0,93,121,9,6,23,0,0,0,none,0,999.0,,,69,26,20,20
337,337,155,132,23,0,0,8.38997268497071,43.81827909277596,0,0,20.5,0.0,0,0,132,23,0,0,13.647076216451486,17.45806451612903,80.0,94,119,8,5,23,0,0,0,none,0,999.0,,,69,24,20,20
338,338,156,135,21,0,0,8.645350518165268,43.87403972790429,0,0,19.4,0.0,0,0,135,21,0,0,13.387674065630135,16.78846153846154,71.0,95,121,8,4,23,0,0,0,none,0,999.0,,,69,23,20,20
339,339,151,133,18,0,0,8.16915370893712,43.26249142525003,0,0,19.270676691729324,0.0,0,0,133,18,0,0,12.352465489689655,16.973509933774835,71.0,90,118,7,4,22,0,0,0,none,0,999.0,,,69,21,20,20
340,340,152,134,18,0,0,8.221016347149066,43.31298619076075,0,0,19.791044776119403,0.0,0,0,134,18,0,0,12.376644354945187,17.44736842105263,72.0,95,119,7,4,22,0,0,0,none,0,999.0,,,69,21,20,20
341,341,150,135,15,0,0,7.86489459842184,43.22533556694033,0,0,20.333333333333332,0.0,0,0,135,15,0,0,11.400938695273688,18.3,73.0,97,117,7,4,22,0,0,0,none,0,999.0,,,69,20,20,20
342,342,148,135,13,0,0,7.954483408428504,42.77514474820987,0,0,21.014814814814816,0.0,0,0,135,13,0,0,11.013055012598489,19.16891891891892,74.0,98,114,8,4,22,0,0,0,none,0,999.0,,,69,19,20,20
343,343,147,136,11,0,0,7.910743411402258,42.5513991692625,0,0,21.551470588235293,0.0,0,0,136,11,0,0,10.502901325255744,19.93877551020408,75.0,100,113,8,4,22,0,0,0,none,0,999.0,,,70,18,20,20
344,344,146,135,11,0,0,7.802153977717216,43.78184127958223,0,0,22.414814814814815,0.0,0,0,135,11,0,0,10.512952336076909,20.726027397260275,76.0,99,112,8,4,22,0,0,0,none,0,999.0,,,70,17,20,20
345,345,145,135,10,0,0,7.084648145824286,44.38676569399433,0,0,22.962962962962962,0.0,0,0,135,10,0,0,9.657207976732566,21.379310344827587,77.0,102,112,8,3,22,0,0,0,none,0,999.0,,,71,16,20,20
346,346,145,135,10,0,0,6.397267555191848,44.76476688305901,0,0,23.48148148148148,0.0,0,0,135,10,0,0,9.043301991596481,21.862068965517242,78.0,104,112,8,3,22,0,0,0,none,0,999.0,,,71,16,20,20
347,347,143,135,8,0,0,6.74139433051382,44.21043986541446,0,0,23.57777777777778,0.0,0,0,135,8,0,0,8.837564710088682,22.25874125874126,79.0,100,111,7,3,22,0,0,0,none,0,999.0,,,71,15,20,20
348,348,144,135,9,0,0,6.166962414194586,43.57147498307123,0,0,23.355555555555554,0.0,0,0,135,9,0,0,8.504744449749376,21.895833333333332,79.0,102,113,7,3,21,0,0,0,none,0,999.0,,,71,16,20,20
349,349,146,138,8,0,0,6.211579052649739,44.20380547339083,0,0,23.434782608695652,0.0,0,0,138,8,0,0,8.293344883923226,22.15068493150685,80.0,102,114,7,3,22,0,0,0,none,0,999.0,,,71,15,20,20
350,350,148,139,9,0,0,6.068042351732147,42.52649946917328,0,0,23.884892086330936,0.0,0,0,139,9,0,0,8.285110689954916,22.43243243243243,81.0,103,115,7,3,23,0,0,0,none,0,999.0,,,71,17,20,20
351,351,147,139,8,0,0,6.375026928808381,42.29384796449956,0,0,24.115107913669064,0.0,0,0,139,8,0,0,8.329792699458242,22.802721088435373,82.0,100,115,6,3,23,0,0,0,none,0,999.0,,,71,16,20,20
352,352,146,139,7,0,0,6.925755999234405,42.989021192838685,0,0,24.007194244604317,0.0,0,0,139,7,0,0,8.654816659201733,22.856164383561644,81.0,100,114,6,3,23,0,0,0,none,0,999.0,,,71,15,20,20
353,353,150,143,7,0,0,7.03794114419546,43.02165581568585,0,0,23.867132867132867,0.0,0,0,143,7,0,0,8.717181162198344,22.753333333333334,82.0,108,117,7,3,23,0,0,0,none,0,999.0,,,71,15,20,20
354,354,150,143,7,0,0,7.462751796496056,43.174174589293685,0,0,24.46153846153846,0.0,0,0,143,7,0,0,9.129284860159943,23.32,83.0,106,117,7,3,23,0,0,0,none,0,999.0,,,71,15,20,20
355,355,150,143,7,0,0,7.815525130836034,43.992603713064504,0,0,25.062937062937063,0.0,0,0,143,7,0,0,9.503788798006696,23.893333333333334,84.0,106,117,7,3,23,0,0,0,none,0,999.0,,,71,14,20,20
356,356,153,145,8,0,0,7.394084203018889,44.730291803443095,0,0,25.048275862068966,0.0,0,0,145,8,0,0,9.346304208269828,23.73856209150327,85.0,108,120,7,3,23,0,0,0,none,0,999.0,,,71,14,20,20
357,357,154,147,7,0,0,7.132277966639433,45.84897159408069,0,0,25.068027210884352,0.0,0,0,147,7,0,0,8.89212767697767,23.928571428571427,86.0,108,121,7,3,23,0,0,0,none,0,999.0,,,71,13,20,20
358,358,152,145,7,0,0,6.660413494127179,46.465887562383266,0,0,25.482758620689655,0.0,0,0,145,7,0,0,8.49356032621792,24.30921052631579,87.0,105,119,7,3,23,0,0,0,none,0,999.0,,,71,13,20,20
359,359,154,147,7,0,0,6.592272238254107,47.74620434058401,0,0,24.653061224489797,0.0,0,0,147,7,0,0,8.46290551563274,23.532467532467532,87.0,107,120,7,3,24,0,0,0,none,0,999.0,,,71,12,20,20
360,360,155,150,5,0,0,6.816263301151109,46.572983557371096,0,0,21.206666666666667,0.0,0,0,150,5,0,0,8.098738148125948,20.52258064516129,87.0,99,121,7,3,24,0,0,0,none,0,999.0,,,70,11,20,20
361,361,156,152,4,0,0,7.539455239844386,47.099882386215356,0,0,18.00657894736842,0.0,0,0,152,4,0,0,8.553825166674411,17.544871794871796,86.0,86,121,7,4,24,0,0,0,none,0,999.0,,,69,11,20,20
362,362,155,151,4,0,0,7.915370901476406,46.7148985557471,0,0,17.251655629139073,0.0,0,0,151,4,0,0,8.916649034489843,16.806451612903224,87.0,82,121,7,4,23,0,0,0,none,0,999.0,,,69,11,20,20
363,363,156,151,5,0,0,8.745553941111323,46.30375326479904,0,0,16.920529801324502,0.0,0,0,151,5,0,0,9.949342380973109,16.378205128205128,88.0,81,122,7,4,23,0,0,0,none,0,999.0,,,68,12,20,20
364,364,157,153,4,0,0,9.95570839389051,47.55311074909204,0,0,16.862745098039216,0.0,0,0,153,4,0,0,10.91360399529692,16.43312101910828,89.0,86,123,7,4,23,0,0,0,none,0,999.0,,,67,10,20,20
365,365,157,152,5,0,0,10.53235345852702,42.93157495582626,0,0,16.539473684210527,0.0,0,0,152,5,0,0,11.564175799205339,16.012738853503183,90.0,83,123,7,4,23,0,0,0,none,0,999.0,,,67,14,20,20
366,366,159,151,8,0,0,11.004717645383243,41.57725702918991,0,0,16.774834437086092,0.0,0,0,151,8,0,0,12.542958620669113,15.930817610062894,91.0,88,124,7,4,24,0,0,0,none,0,999.0,,,66,17,20,20
367,367,157,147,10,0,0,11.285833240137034,43.69029378769208,0,0,17.714285714285715,0.0,0,0,147,10,0,0,13.349811618962196,16.585987261146496,92.0,86,123,7,4,23,0,0,0,none,0,999.0,,,66,16,20,20
368,368,157,145,12,0,0,11.707558516921322,41.54614469237003,0,0,18.22758620689655,0.0,0,0,145,12,0,0,13.988214785108484,16.8343949044586,93.0,83,123,7,4,23,0,0,0,none,0,999.0,,,66,19,20,20
369,369,160,147,13,0,0,11.302175700046872,43.13627606146251,0,0,18.292517006802722,0.0,0,0,147,13,0,0,13.888696354411888,16.80625,94.0,90,124,7,5,23,1,1,0,north,0,6.1,emergency_2,emergency,67,19,20,20
370,370,162,145,17,0,0,10.920201854078808,41.496871326551776,0,0,18.951724137931034,0.0,0,0,145,17,0,0,14.128864699955601,16.962962962962962,95.0,86,126,7,5,23,1,1,0,north,0,8.715904454607516,emergency_2,emergency,67,22,20,20
371,371,162,144,18,0,0,10.952592947011617,43.9712368269449,0,0,19.5,0.0,0,0,144,18,0,0,14.621331155893092,17.333333333333332,96.0,89,126,7,5,23,1,1,0,north,0,13.570160387130453,emergency_2,emergency,67,21,20,20
372,372,162,145,17,0,0,10.509693020545262,45.22470946791797,0,0,19.848275862068967,0.0,0,0,145,17,0,0,14.152626845269559,17.765432098765434,97.0,95,126,7,4,24,1,1,0,north,0,20.68660819707438,emergency_2,emergency,67,20,20,20
373,373,164,145,19,0,0,10.39453473583804,44.38869109810717,0,0,20.448275862068964,0.0,0,0,145,19,0,0,14.332882119271659,18.079268292682926,98.0,99,128,7,4,24,1,1,0,north,0,30.770067446678873,emergency_2,emergency,68,21,20,20
374,374,165,144,21,0,0,10.284488947938804,43.02368012506625,0,0,21.21527777777778,0.0,0,0,144,21,0,0,14.45129509775502,18.515151515151516,99.0,100,128,7,5,24,1,1,0,north,0,43.76874219148885,emergency_2,emergency,68,23,20,20
375,375,166,145,21,0,0,10.479355337879463,44.46467118316481,0,0,21.682758620689654,0.0,0,0,145,21,0,0,14.778702523126402,18.93975903614458,100.0,100,129,7,5,24,1,1,0,north,0,56.770533679784265,emergency_2,emergency,68,22,20,20
376,376,166,145,21,0,0,10.47185501963263,44.631407356035126,0,0,22.324137931034482,0.0,0,0,145,21,0,0,14.793244170623307,19.5,101.0,101,129,7,5,24,1,1,0,north,0,70.00543328749015,emergency_2,emergency,68,22,20,20
